>>> bench-local
# Thu, 22 Feb 2018 16:29:54 +0300
# neotest@rio.kirr.nexedi.com (2401:5180:0:2a::1 192.168.0.6)
# Linux rio 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
# cpu: Intel(R) Core(TM) i7-3770S CPU @ 3.10GHz
# cpu[0-7]: freq: intel_pstate/performance [1.60GHz - 3.90GHz]
# cpu[0-7]: idle: intel_idle/menu: POLL(0μs) C1(1μs) C1E(10μs) C3(59μs) C6(80μs)
# cpu: WARNING: frequency not fixed - benchmark timings won't be stable
# cpu: WARNING: C-state exit-latency is max 80μs - up to that can add to networked and IPC request-reply latency
# sda: Samsung SSD 840   rev BB0Q 931.5G
# eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
# eth0: features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# eth0: coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
# eth0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# eth0: WARNING: TSO not enabled - TCP latency with packets > MSS will be poor
# eth0: WARNING: RX coalesce latency is max 200μs - that will add to networked request-reply latency
# eth1: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
# eth1: features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# eth1: coalesce: rxc: 0μs/1f/0μs-irq/0f-irq,  txc: 0μs/1f/0μs-irq/0f-irq
# eth1: down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# eth1: WARNING: TSO not enabled - TCP latency with packets > MSS will be poor
# Python 2.7.14+
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
# neo             : v1.8-1552-g4bcbc04d
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkrio/pystone 1 175562 pystone/s	# POLL·0 C1·9 C1E·7 C3·7 C6·149
Benchmarkrio/pystone 1 185401 pystone/s	# POLL·0 C1·33 C1E·3 C3·6 C6·162
Benchmarkrio/pystone 1 176984 pystone/s	# POLL·0 C1·5 C1E·10 C3·2 C6·178
Benchmarkrio/pystone 1 179955 pystone/s	# POLL·0 C1·8 C1E·6 C3·3 C6·164
Benchmarkrio/pystone 1 182050 pystone/s	# POLL·0 C1·29 C1E·4 C3·4 C6·146
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2516.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.536s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2515.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.533s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2516.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.536s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2515.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.533s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2503.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.489s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2504.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.492s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2499.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.473s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2502.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.483s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2502.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.486s
Benchmarkrio/neo/py(!log)/sql/zhash.py-P16 1 2488.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=9.432s
# POLL·20 C1·967212 C1E·207067 C3·11957 C6·6234

Benchmarkrio/neo/py(!log)/sql/zhash.go 1 145.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=550.050469ms	# POLL·0 C1·18991 C1E·22790 C3·139 C6·3486
Benchmarkrio/neo/py(!log)/sql/zhash.go 1 145.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=549.918757ms	# POLL·2 C1·19310 C1E·25606 C3·647 C6·377
Benchmarkrio/neo/py(!log)/sql/zhash.go 1 144.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=546.665736ms	# POLL·2 C1·19193 C1E·24530 C3·156 C6·1700
Benchmarkrio/neo/py(!log)/sql/zhash.go 1 148.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=560.937942ms	# POLL·5 C1·18745 C1E·23485 C3·1285 C6·1894
Benchmarkrio/neo/py(!log)/sql/zhash.go 1 146.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=553.886149ms	# POLL·1 C1·19450 C1E·24010 C3·1243 C6·1206
Benchmarkrio/neo/py(!log)/sql/zhash.go+prefetch128 1 125.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=475.586849ms	# POLL·4 C1·17279 C1E·24711 C3·636 C6·480
Benchmarkrio/neo/py(!log)/sql/zhash.go+prefetch128 1 126.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=481.051833ms	# POLL·1 C1·17161 C1E·25111 C3·322 C6·511
Benchmarkrio/neo/py(!log)/sql/zhash.go+prefetch128 1 129.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=492.420478ms	# POLL·4 C1·17131 C1E·24536 C3·659 C6·947
Benchmarkrio/neo/py(!log)/sql/zhash.go+prefetch128 1 125.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=477.319373ms	# POLL·3 C1·17135 C1E·24624 C3·809 C6·451
Benchmarkrio/neo/py(!log)/sql/zhash.go+prefetch128 1 127.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=482.048649ms	# POLL·3 C1·17436 C1E·25023 C3·187 C6·657

# 16 clients in parallel
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1960.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.428871039s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1960.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.430133025s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1961.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.434045652s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1961.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.434857749s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1961.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.434507455s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1961.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.435394604s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1961.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.435564535s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1962.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.436493268s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1962.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.437515282s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1962.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.43757818s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 1962.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.437114972s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 2079.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.882580643s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 2080.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.883283439s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 2080.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.883061715s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 2080.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.884114846s
Benchmarkrio/neo/py(!log)/sql/zhash.go-P16 1 2080.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=7.883260385s
# POLL·187 C1·252068 C1E·316627 C3·54518 C6·27298
2018-02-22 16:39:45.2805 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1
unexpected packet: Retry Later in PrimaryBootstrapHandler
Connection to None lost
Benchmarkrio/neo/go/fs1/zhash.py 1 183.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.695s
# POLL·4 C1·52180 C1E·17714 C3·980 C6·4303
Benchmarkrio/neo/go/fs1/zhash.py 1 188.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.712s	# POLL·3 C1·49890 C1E·14877 C3·1373 C6·6491
Benchmarkrio/neo/go/fs1/zhash.py 1 184.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.700s	# POLL·1 C1·49941 C1E·15542 C3·852 C6·6642
Benchmarkrio/neo/go/fs1/zhash.py 1 183.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.695s	# POLL·2 C1·47269 C1E·16207 C3·1288 C6·5447
Benchmarkrio/neo/go/fs1/zhash.py 1 207.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.785s	# POLL·0 C1·39299 C1E·16458 C3·1457 C6·5708

# 16 clients in parallel
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 689.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.611s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 695.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.636s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 725.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.751s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 702.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.662s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 697.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.642s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 716.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.717s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 721.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.735s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 722.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.737s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 721.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.734s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 723.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.741s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 716.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.714s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 703.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.666s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 706.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.679s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 701.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.658s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 727.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.759s
Benchmarkrio/neo/go/fs1/zhash.py-P16 1 708.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=2.686s
# POLL·67 C1·29312 C1E·732 C3·37 C6·117

Benchmarkrio/neo/go/fs1/zhash.go 1 41.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=158.17495ms	# POLL·8 C1·10731 C1E·11534 C3·274 C6·147
Benchmarkrio/neo/go/fs1/zhash.go 1 41.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=157.876073ms	# POLL·3 C1·10610 C1E·11652 C3·63 C6·143
Benchmarkrio/neo/go/fs1/zhash.go 1 41.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=157.617261ms	# POLL·4 C1·10500 C1E·11376 C3·85 C6·336
Benchmarkrio/neo/go/fs1/zhash.go 1 42.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=161.163341ms	# POLL·4 C1·10630 C1E·12002 C3·87 C6·371
Benchmarkrio/neo/go/fs1/zhash.go 1 41.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=157.808888ms	# POLL·1 C1·10565 C1E·11487 C3·168 C6·282
Benchmarkrio/neo/go/fs1/zhash.go+prefetch128 1 16.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=61.777801ms	# POLL·34 C1·6307 C1E·1989 C3·82 C6·89
Benchmarkrio/neo/go/fs1/zhash.go+prefetch128 1 16.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=63.647411ms	# POLL·30 C1·5664 C1E·2031 C3·33 C6·121
Benchmarkrio/neo/go/fs1/zhash.go+prefetch128 1 17.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=64.948711ms	# POLL·28 C1·5701 C1E·2236 C3·52 C6·93
Benchmarkrio/neo/go/fs1/zhash.go+prefetch128 1 17.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=64.366238ms	# POLL·31 C1·5707 C1E·2308 C3·52 C6·99
Benchmarkrio/neo/go/fs1/zhash.go+prefetch128 1 16.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=63.574288ms	# POLL·37 C1·5962 C1E·2257 C3·40 C6·91

# 16 clients in parallel
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 187.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=710.085817ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 191.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=727.038732ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 192.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=728.775388ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 193.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=732.411117ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 194.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=738.207954ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 195.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=740.383848ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 195.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=741.414523ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 195.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=741.101781ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 198.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=751.187961ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 197.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=747.85885ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 198.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=750.477587ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 197.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=749.985209ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 196.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=746.398646ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 57.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=218.370884ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 57.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=218.284213ms
Benchmarkrio/neo/go/fs1/zhash.go-P16 1 57.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=219.357153ms
# POLL·511 C1·60669 C1E·3216 C3·86 C6·261
2018/02/22 16:40:00 accept tcp 192.168.0.6:5554: use of closed network connection
2018-02-22 16:40:00.4134 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1 (sha1 disabled)
# NEO/go (Sgo): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go 1 36.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=138.049516ms
# POLL·6 C1·13378 C1E·8113 C3·92 C6·451
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go 1 37.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=141.07832ms
# POLL·8 C1·14031 C1E·8383 C3·101 C6·120
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go 1 35.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=135.860477ms
# POLL·5 C1·14210 C1E·7868 C3·73 C6·111
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go 1 36.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=137.2913ms
# POLL·1 C1·13709 C1E·8209 C3·46 C6·219
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go 1 36.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=136.545137ms
# POLL·4 C1·13599 C1E·8246 C3·47 C6·245
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go+prefetch128 1 14.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=54.444394ms
# POLL·27 C1·6810 C1E·1288 C3·41 C6·106
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go+prefetch128 1 13.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=51.728666ms
# POLL·37 C1·7368 C1E·1136 C3·43 C6·93
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go+prefetch128 1 13.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=51.81887ms
# POLL·30 C1·5871 C1E·1154 C3·46 C6·115
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go+prefetch128 1 13.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=52.007424ms
# POLL·46 C1·7200 C1E·1142 C3·27 C6·121
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go+prefetch128 1 14.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=53.39775ms
# POLL·64 C1·7803 C1E·1310 C3·25 C6·109

# 16 clients in parallel
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 158.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=600.524191ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 160.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=608.330115ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 161.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=610.533084ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 161.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=612.291213ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 165.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=625.862859ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 165.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=626.040478ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 168.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=638.514832ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 166.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=630.962861ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 167.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=633.142389ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 167.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=634.802513ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 170.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=646.250605ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 169.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=640.479455ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 55.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=211.535198ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 56.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=213.259891ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 56.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=214.36997ms
Benchmarkrio/neo/go/fs1(!sha1)/zhash.go-P16 1 56.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=213.825881ms
# POLL·694 C1·58694 C1E·1467 C3·87 C6·266
2018/02/22 16:40:04 accept tcp 192.168.0.6:5554: use of closed network connection
2018-02-22 16:40:04.1874 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go sqlite
unexpected packet: Retry Later in PrimaryBootstrapHandler
Connection to None lost
Benchmarkrio/neo/go/sqlite/zhash.py 1 234.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.888s
# POLL·0 C1·45465 C1E·13733 C3·4527 C6·7513
Benchmarkrio/neo/go/sqlite/zhash.py 1 235.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.893s	# POLL·1 C1·46293 C1E·14987 C3·3912 C6·6811
Benchmarkrio/neo/go/sqlite/zhash.py 1 232.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.883s	# POLL·6 C1·44282 C1E·15453 C3·4437 C6·5297
Benchmarkrio/neo/go/sqlite/zhash.py 1 228.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.865s	# POLL·1 C1·45622 C1E·13775 C3·4227 C6·7254
Benchmarkrio/neo/go/sqlite/zhash.py 1 227.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.862s	# POLL·1 C1·46301 C1E·13926 C3·1918 C6·9315

# 16 clients in parallel
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 977.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.706s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 996.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.778s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 989.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.751s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 996.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.777s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 1013.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.842s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 1034.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.922s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 1015.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.848s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 998.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.786s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 1009.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.827s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 1008.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.823s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 1014.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.845s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 985.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.736s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 992.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.762s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 1007.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.819s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 997.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.779s
Benchmarkrio/neo/go/sqlite/zhash.py-P16 1 991.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=3.759s
# POLL·120 C1·68364 C1E·3930 C3·199 C6·175

Benchmarkrio/neo/go/sqlite/zhash.go 1 80.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=305.246701ms	# POLL·3 C1·4090 C1E·27143 C3·270 C6·1151
Benchmarkrio/neo/go/sqlite/zhash.go 1 80.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=304.56777ms	# POLL·4 C1·5356 C1E·27320 C3·910 C6·304
Benchmarkrio/neo/go/sqlite/zhash.go 1 79.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=299.419686ms	# POLL·6 C1·4046 C1E·27525 C3·117 C6·1368
