>>> bench-local
# Wed, 28 Feb 2018 11:14:55 +0200
# neotest@z6001.ivan.nexedi.com (2401:5180:0:6f::1 192.168.0.16)
# Linux z6001-COMP-2784 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
# cpu: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
# cpu[0-23]: freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
# cpu[0-23]: idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
# cpu: WARNING: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
# sda: ADATA SU800       rev 8BS  119,2G
# enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
# enp1s0: features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# enp1s0: coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
# enp1s0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# enp1s0: WARNING: RX coalesce latency is max 20μs - that will add to networked request-reply latency
# Python 2.7.12
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
# neo             : v1.8-1563-gfe8fd50-dirty
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkz6001-COMP-2784/pystone 1 112206 pystone/s	# POLL·0 C1·96 C1E·1 C3·23 C6·396
Benchmarkz6001-COMP-2784/pystone 1 114783 pystone/s	# POLL·0 C1·89 C1E·0 C3·15 C6·461
Benchmarkz6001-COMP-2784/pystone 1 114558 pystone/s	# POLL·1 C1·87 C1E·7 C3·27 C6·490
Benchmarkz6001-COMP-2784/pystone 1 113271 pystone/s	# POLL·0 C1·80 C1E·0 C3·17 C6·389
Benchmarkz6001-COMP-2784/pystone 1 115634 pystone/s	# POLL·0 C1·74 C1E·3 C3·19 C6·468
Benchmarkz6001-COMP-2784/fs1/zhash.go 3789 4.5 µs/object	# crc32:a50b90dc  nread=4905351  t=17.082962ms	# POLL·1 C1·87 C1E·62 C3·53 C6·267
Benchmarkz6001-COMP-2784/fs1/zhash.go 3789 4.5 µs/object	# crc32:a50b90dc  nread=4905351  t=16.893715ms	# POLL·2 C1·119 C1E·57 C3·28 C6·279
Benchmarkz6001-COMP-2784/fs1/zhash.go 3789 4.5 µs/object	# crc32:a50b90dc  nread=4905351  t=17.043911ms	# POLL·0 C1·105 C1E·67 C3·20 C6·294
Benchmarkz6001-COMP-2784/fs1/zhash.go 3789 4.5 µs/object	# crc32:a50b90dc  nread=4905351  t=16.999726ms	# POLL·2 C1·107 C1E·68 C3·46 C6·282
Benchmarkz6001-COMP-2784/fs1/zhash.go+prefetch128 3789 6.2 µs/object	# crc32:a50b90dc  nread=4905351  t=23.325003ms	# POLL·7 C1·236 C1E·629 C3·467 C6·474
Benchmarkz6001-COMP-2784/fs1/zhash.go+prefetch128 3789 5.8 µs/object	# crc32:a50b90dc  nread=4905351  t=22.003228ms	# POLL·3 C1·276 C1E·843 C3·443 C6·422
Benchmarkz6001-COMP-2784/fs1/zhash.go+prefetch128 3789 5.7 µs/object	# crc32:a50b90dc  nread=4905351  t=21.500511ms	# POLL·7 C1·179 C1E·768 C3·372 C6·399
Benchmarkz6001-COMP-2784/fs1/zhash.go+prefetch128 3789 6.0 µs/object	# crc32:a50b90dc  nread=4905351  t=22.632672ms	# POLL·4 C1·271 C1E·882 C3·554 C6·355
Benchmarkz6001-COMP-2784/fs1/zhash.go+prefetch128 3789 5.6 µs/object	# crc32:a50b90dc  nread=4905351  t=21.093444ms	# POLL·4 C1·251 C1E·709 C3·418 C6·396

# 1 clients in parallel
Benchmarkz6001-COMP-2784/fs1/zwrk.go-1 500000	351346.3 req/s  2.846 latency-µs/object	# POLL·5 C1·157 C1E·179 C3·80 C6·1018
Benchmarkz6001-COMP-2784/fs1/zwrk.go-1 500000	351449.4 req/s  2.845 latency-µs/object	# POLL·0 C1·190 C1E·116 C3·73 C6·1280
Benchmarkz6001-COMP-2784/fs1/zwrk.go-1 500000	357295.8 req/s  2.799 latency-µs/object	# POLL·0 C1·117 C1E·78 C3·73 C6·1057
Benchmarkz6001-COMP-2784/fs1/zwrk.go-1 500000	347200.0 req/s  2.880 latency-µs/object	# POLL·3 C1·157 C1E·78 C3·71 C6·1019
Benchmarkz6001-COMP-2784/fs1/zwrk.go-1 500000	310078.1 req/s  3.225 latency-µs/object	# POLL·5 C1·141 C1E·88 C3·79 C6·1289

# 2 clients in parallel
Benchmarkz6001-COMP-2784/fs1/zwrk.go-2 1000000	679407.8 req/s  2.944 latency-µs/object	# POLL·2 C1·175 C1E·167 C3·87 C6·1161
Benchmarkz6001-COMP-2784/fs1/zwrk.go-2 1000000	678551.8 req/s  2.947 latency-µs/object	# POLL·5 C1·133 C1E·107 C3·69 C6·951
Benchmarkz6001-COMP-2784/fs1/zwrk.go-2 1000000	666170.5 req/s  3.002 latency-µs/object	# POLL·4 C1·104 C1E·176 C3·83 C6·906
Benchmarkz6001-COMP-2784/fs1/zwrk.go-2 1000000	673632.7 req/s  2.969 latency-µs/object	# POLL·12 C1·167 C1E·73 C3·66 C6·1006
Benchmarkz6001-COMP-2784/fs1/zwrk.go-2 1000000	685886.6 req/s  2.916 latency-µs/object	# POLL·0 C1·133 C1E·188 C3·108 C6·957

# 4 clients in parallel
Benchmarkz6001-COMP-2784/fs1/zwrk.go-4 2000000	1347966.0 req/s  2.967 latency-µs/object	# POLL·7 C1·162 C1E·132 C3·161 C6·2036
Benchmarkz6001-COMP-2784/fs1/zwrk.go-4 2000000	1332800.9 req/s  3.001 latency-µs/object	# POLL·2 C1·185 C1E·102 C3·108 C6·2400
Benchmarkz6001-COMP-2784/fs1/zwrk.go-4 2000000	1330827.1 req/s  3.006 latency-µs/object	# POLL·2 C1·211 C1E·79 C3·115 C6·2080
Benchmarkz6001-COMP-2784/fs1/zwrk.go-4 2000000	1341876.2 req/s  2.981 latency-µs/object	# POLL·1 C1·167 C1E·119 C3·160 C6·2223
Benchmarkz6001-COMP-2784/fs1/zwrk.go-4 2000000	1328030.8 req/s  3.012 latency-µs/object	# POLL·4 C1·189 C1E·194 C3·124 C6·2114

# 8 clients in parallel
Benchmarkz6001-COMP-2784/fs1/zwrk.go-8 5000000	2624381.8 req/s  3.048 latency-µs/object	# POLL·8 C1·223 C1E·132 C3·130 C6·1857
Benchmarkz6001-COMP-2784/fs1/zwrk.go-8 5000000	2606876.2 req/s  3.069 latency-µs/object	# POLL·8 C1·212 C1E·156 C3·182 C6·1836
Benchmarkz6001-COMP-2784/fs1/zwrk.go-8 5000000	2575190.3 req/s  3.107 latency-µs/object	# POLL·4 C1·214 C1E·147 C3·127 C6·2366
Benchmarkz6001-COMP-2784/fs1/zwrk.go-8 5000000	2569907.0 req/s  3.113 latency-µs/object	# POLL·1 C1·188 C1E·290 C3·160 C6·2141
Benchmarkz6001-COMP-2784/fs1/zwrk.go-8 5000000	2557863.9 req/s  3.128 latency-µs/object	# POLL·4 C1·245 C1E·154 C3·162 C6·1383

# 16 clients in parallel
Benchmarkz6001-COMP-2784/fs1/zwrk.go-16 5000000	2945723.9 req/s  5.432 latency-µs/object	# POLL·38 C1·10458 C1E·22977 C3·23156 C6·20910
Benchmarkz6001-COMP-2784/fs1/zwrk.go-16 5000000	2793482.6 req/s  5.728 latency-µs/object	# POLL·71 C1·10060 C1E·33963 C3·12712 C6·35552
Benchmarkz6001-COMP-2784/fs1/zwrk.go-16 5000000	2837371.6 req/s  5.639 latency-µs/object	# POLL·44 C1·9720 C1E·22403 C3·24704 C6·24309
Benchmarkz6001-COMP-2784/fs1/zwrk.go-16 5000000	2866861.6 req/s  5.581 latency-µs/object	# POLL·47 C1·8987 C1E·24773 C3·10810 C6·36477
Benchmarkz6001-COMP-2784/fs1/zwrk.go-16 5000000	2883900.9 req/s  5.548 latency-µs/object	# POLL·67 C1·10308 C1E·25435 C3·25881 C6·21159

# 24 clients in parallel
Benchmarkz6001-COMP-2784/fs1/zwrk.go-24 10000000	5202275.0 req/s  4.613 latency-µs/object	# POLL·3 C1·356 C1E·313 C3·841 C6·773
Benchmarkz6001-COMP-2784/fs1/zwrk.go-24 10000000	4680001.5 req/s  5.128 latency-µs/object	# POLL·19 C1·3664 C1E·4230 C3·9790 C6·6463
Benchmarkz6001-COMP-2784/fs1/zwrk.go-24 10000000	5175750.9 req/s  4.637 latency-µs/object	# POLL·14 C1·2221 C1E·2423 C3·6551 C6·3833
Benchmarkz6001-COMP-2784/fs1/zwrk.go-24 10000000	4734469.7 req/s  5.069 latency-µs/object	# POLL·14 C1·2421 C1E·2883 C3·3053 C6·8751
Benchmarkz6001-COMP-2784/fs1/zwrk.go-24 10000000	5004909.5 req/s  4.795 latency-µs/object	# POLL·10 C1·1877 C1E·1679 C3·4680 C6·1911

# 36 clients in parallel
Benchmarkz6001-COMP-2784/fs1/zwrk.go-36 10000000	5168354.4 req/s  6.965 latency-µs/object	# POLL·5 C1·1327 C1E·1743 C3·1372 C6·2997
Benchmarkz6001-COMP-2784/fs1/zwrk.go-36 10000000	5116466.9 req/s  7.036 latency-µs/object	# POLL·9 C1·1549 C1E·2060 C3·1548 C6·2903
Benchmarkz6001-COMP-2784/fs1/zwrk.go-36 10000000	5276054.9 req/s  6.823 latency-µs/object	# POLL·6 C1·636 C1E·799 C3·1050 C6·1263
Benchmarkz6001-COMP-2784/fs1/zwrk.go-36 10000000	5255430.2 req/s  6.850 latency-µs/object	# POLL·7 C1·812 C1E·769 C3·1333 C6·1361
Benchmarkz6001-COMP-2784/fs1/zwrk.go-36 10000000	5239742.4 req/s  6.871 latency-µs/object	# POLL·8 C1·1008 C1E·1245 C3·1322 C6·1815

# 48 clients in parallel
Benchmarkz6001-COMP-2784/fs1/zwrk.go-48 10000000	5284483.5 req/s  9.083 latency-µs/object	# POLL·3 C1·435 C1E·716 C3·799 C6·1356
Benchmarkz6001-COMP-2784/fs1/zwrk.go-48 10000000	5303333.5 req/s  9.051 latency-µs/object	# POLL·1 C1·803 C1E·747 C3·1038 C6·810
Benchmarkz6001-COMP-2784/fs1/zwrk.go-48 10000000	5314279.4 req/s  9.032 latency-µs/object	# POLL·2 C1·844 C1E·1198 C3·1058 C6·1652
Benchmarkz6001-COMP-2784/fs1/zwrk.go-48 10000000	5272765.1 req/s  9.103 latency-µs/object	# POLL·2 C1·433 C1E·577 C3·1163 C6·810
Benchmarkz6001-COMP-2784/fs1/zwrk.go-48 10000000	5307787.5 req/s  9.043 latency-µs/object	# POLL·6 C1·968 C1E·1064 C3·1069 C6·1104

*** ZEO
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.py 3789 556.2 µs/object	# crc32:a50b90dc  nread=4905351  t=2.108s	# POLL·1 C1·34370 C1E·5711 C3·3979 C6·1090
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.py 3789 622.6 µs/object	# crc32:a50b90dc  nread=4905351  t=2.360s	# POLL·2 C1·28309 C1E·9794 C3·4655 C6·1688
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.py 3789 646.3 µs/object	# crc32:a50b90dc  nread=4905351  t=2.450s	# POLL·4 C1·28365 C1E·9924 C3·4331 C6·1138
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.py 3789 655.8 µs/object	# crc32:a50b90dc  nread=4905351  t=2.485s	# POLL·5 C1·27346 C1E·9962 C3·4109 C6·2696
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.py 3789 617.7 µs/object	# crc32:a50b90dc  nread=4905351  t=2.341s	# POLL·6 C1·29104 C1E·9812 C3·4120 C6·1529

Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.go 3789 212.2 µs/object	# crc32:a50b90dc  nread=4905351  t=804.390336ms	# POLL·6 C1·598 C1E·10698 C3·6827 C6·3443
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.go 3789 229.7 µs/object	# crc32:a50b90dc  nread=4905351  t=870.561793ms	# POLL·10 C1·676 C1E·9570 C3·8639 C6·2490
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.go 3789 246.4 µs/object	# crc32:a50b90dc  nread=4905351  t=933.929644ms	# POLL·6 C1·377 C1E·8419 C3·9821 C6·2623
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.go 3789 228.5 µs/object	# crc32:a50b90dc  nread=4905351  t=866.18821ms	# POLL·5 C1·501 C1E·9943 C3·7509 C6·3624
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.go 3789 241.8 µs/object	# crc32:a50b90dc  nread=4905351  t=916.290687ms	# POLL·7 C1·795 C1E·8887 C3·8285 C6·3453
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.go+prefetch128 3789 87.3 µs/object	# crc32:a50b90dc  nread=4905351  t=330.991019ms	# POLL·25 C1·2327 C1E·11488 C3·951 C6·3698
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.go+prefetch128 3789 87.4 µs/object	# crc32:a50b90dc  nread=4905351  t=331.298442ms	# POLL·23 C1·2850 C1E·11684 C3·1277 C6·3100
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.go+prefetch128 3789 86.3 µs/object	# crc32:a50b90dc  nread=4905351  t=327.219721ms	# POLL·14 C1·2929 C1E·11580 C3·1640 C6·2212
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.go+prefetch128 3789 86.6 µs/object	# crc32:a50b90dc  nread=4905351  t=328.189825ms	# POLL·21 C1·2546 C1E·11934 C3·1943 C6·2053
Benchmarkz6001-COMP-2784/zeo/py/fs1/zhash.go+prefetch128 3789 87.1 µs/object	# crc32:a50b90dc  nread=4905351  t=329.993994ms	# POLL·19 C1·2459 C1E·11988 C3·839 C6·3131

# 1 clients in parallel
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-1 10000	4678.4 req/s  213.750 latency-µs/object	# POLL·26 C1·3140 C1E·35197 C3·27340 C6·10442
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-1 10000	5385.7 req/s  185.676 latency-µs/object	# POLL·20 C1·4819 C1E·35072 C3·27120 C6·8135
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-1 10000	4793.5 req/s  208.617 latency-µs/object	# POLL·25 C1·4097 C1E·34032 C3·28576 C6·8587
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-1 10000	4948.5 req/s  202.081 latency-µs/object	# POLL·16 C1·4354 C1E·34657 C3·28463 C6·8098
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-1 10000	5133.2 req/s  194.812 latency-µs/object	# POLL·12 C1·4292 C1E·34909 C3·28246 C6·7629

# 2 clients in parallel
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-2 10000	8207.3 req/s  243.685 latency-µs/object	# POLL·17 C1·1470 C1E·43821 C3·15031 C6·4212
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-2 10000	8254.3 req/s  242.298 latency-µs/object	# POLL·16 C1·1317 C1E·43341 C3·14425 C6·5329
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-2 10000	8168.5 req/s  244.842 latency-µs/object	# POLL·15 C1·1608 C1E·45628 C3·12342 C6·5019
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-2 10000	8192.4 req/s  244.129 latency-µs/object	# POLL·27 C1·1529 C1E·43773 C3·14271 C6·4916
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-2 10000	8195.6 req/s  244.034 latency-µs/object	# POLL·18 C1·1617 C1E·47300 C3·10838 C6·4902

# 4 clients in parallel
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-4 10000	9328.3 req/s  428.803 latency-µs/object	# POLL·25 C1·5392 C1E·39503 C3·12110 C6·6528
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-4 10000	9298.0 req/s  430.199 latency-µs/object	# POLL·25 C1·5210 C1E·41569 C3·9758 C6·7303
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-4 10000	9628.2 req/s  415.448 latency-µs/object	# POLL·20 C1·6056 C1E·38751 C3·12401 C6·6219
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-4 10000	9405.2 req/s  425.298 latency-µs/object	# POLL·18 C1·6038 C1E·38581 C3·10955 C6·8278
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-4 10000	9449.4 req/s  423.307 latency-µs/object	# POLL·27 C1·6333 C1E·37348 C3·13580 C6·6637

# 8 clients in parallel
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-8 10000	8643.1 req/s  925.595 latency-µs/object	# POLL·21 C1·3968 C1E·39517 C3·12889 C6·8362
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-8 10000	9996.9 req/s  800.245 latency-µs/object	# POLL·21 C1·6855 C1E·36711 C3·12764 C6·7546
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-8 20000	10209.3 req/s  783.600 latency-µs/object	# POLL·75 C1·17036 C1E·97003 C3·16345 C6·15771
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-8 10000	9968.9 req/s  802.493 latency-µs/object	# POLL·24 C1·6882 C1E·38209 C3·10427 C6·8548
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-8 10000	9925.7 req/s  805.992 latency-µs/object	# POLL·24 C1·6111 C1E·36678 C3·12098 C6·8725

# 16 clients in parallel
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-16 20000	10578.7 req/s  1512.476 latency-µs/object	# POLL·63 C1·21394 C1E·92940 C3·19161 C6·13095
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-16 20000	10316.4 req/s  1550.926 latency-µs/object	# POLL·62 C1·21866 C1E·94754 C3·14086 C6·16294
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-16 20000	10376.8 req/s  1541.906 latency-µs/object	# POLL·60 C1·21813 C1E·94356 C3·18648 C6·12713
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-16 20000	10286.4 req/s  1555.454 latency-µs/object	# POLL·56 C1·22591 C1E·93021 C3·16858 C6·14870
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-16 20000	10566.8 req/s  1514.177 latency-µs/object	# POLL·60 C1·22098 C1E·93900 C3·15202 C6·15339

# 24 clients in parallel
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-24 20000	10595.9 req/s  2265.032 latency-µs/object	# POLL·67 C1·21768 C1E·94308 C3·17737 C6·13463
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-24 20000	10393.5 req/s  2309.134 latency-µs/object	# POLL·67 C1·22180 C1E·92937 C3·17133 C6·16692
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-24 20000	10342.4 req/s  2320.554 latency-µs/object	# POLL·67 C1·23865 C1E·93562 C3·15878 C6·15521
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-24 20000	10275.3 req/s  2335.705 latency-µs/object	# POLL·70 C1·22299 C1E·95184 C3·16753 C6·15173
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-24 10000	8148.4 req/s  2945.368 latency-µs/object	# POLL·27 C1·2572 C1E·48126 C3·9824 C6·5154

# 36 clients in parallel
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-36 10000	8386.0 req/s  4292.860 latency-µs/object	# POLL·24 C1·2506 C1E·48501 C3·9624 C6·4853
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-36 10000	8335.2 req/s  4319.007 latency-µs/object	# POLL·25 C1·2305 C1E·48124 C3·9871 C6·5197
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-36 10000	8379.5 req/s  4296.205 latency-µs/object	# POLL·32 C1·2341 C1E·48449 C3·10968 C6·3818
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-36 10000	8384.9 req/s  4293.423 latency-µs/object	# POLL·22 C1·2319 C1E·48657 C3·8968 C6·5705
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-36 20000	10407.6 req/s  3459.009 latency-µs/object	# POLL·70 C1·24777 C1E·92953 C3·13813 C6·17391

# 48 clients in parallel
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-48 20000	10638.4 req/s  4511.966 latency-µs/object	# POLL·70 C1·22782 C1E·93093 C3·15161 C6·16233
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-48 20000	9891.1 req/s  4852.863 latency-µs/object	# POLL·72 C1·20857 C1E·96110 C3·17874 C6·13956
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-48 10000	8302.7 req/s  5781.279 latency-µs/object	# POLL·28 C1·2640 C1E·47037 C3·12060 C6·3906
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-48 10000	8383.7 req/s  5725.363 latency-µs/object	# POLL·24 C1·2462 C1E·48622 C3·9166 C6·5548
Benchmarkz6001-COMP-2784/zeo/py/fs1/zwrk.go-48 10000	8194.1 req/s  5857.889 latency-µs/object	# POLL·26 C1·2651 C1E·46390 C3·11962 C6·4699

*** NEO/py sqlite
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.py 3789 690.5 µs/object	# crc32:a50b90dc  nread=4905351  t=2.617s	# POLL·4 C1·210 C1E·27 C3·15158 C6·1035
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.py 3789 719.9 µs/object	# crc32:a50b90dc  nread=4905351  t=2.728s	# POLL·0 C1·84 C1E·6 C3·13382 C6·2459
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.py 3789 559.1 µs/object	# crc32:a50b90dc  nread=4905351  t=2.119s	# POLL·0 C1·235 C1E·144 C3·17428 C6·2105
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.py 3789 668.3 µs/object	# crc32:a50b90dc  nread=4905351  t=2.533s	# POLL·1 C1·285 C1E·9 C3·13674 C6·2429
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.py 3789 712.4 µs/object	# crc32:a50b90dc  nread=4905351  t=2.700s	# POLL·4 C1·138 C1E·5 C3·13568 C6·2306

Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.go 3789 291.4 µs/object	# crc32:a50b90dc  nread=4905351  t=1.104419416s	# POLL·2 C1·220 C1E·9853 C3·6760 C6·4844
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.go 3789 307.0 µs/object	# crc32:a50b90dc  nread=4905351  t=1.16335295s	# POLL·0 C1·415 C1E·10407 C3·5615 C6·6421
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.go 3789 304.6 µs/object	# crc32:a50b90dc  nread=4905351  t=1.154323626s	# POLL·2 C1·423 C1E·8533 C3·12406 C6·1579
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.go 3789 301.6 µs/object	# crc32:a50b90dc  nread=4905351  t=1.143020068s	# POLL·2 C1·135 C1E·13287 C3·5201 C6·6247
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.go 3789 297.5 µs/object	# crc32:a50b90dc  nread=4905351  t=1.127672282s	# POLL·0 C1·113 C1E·8411 C3·9136 C6·3026
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.go+prefetch128 3789 186.1 µs/object	# crc32:a50b90dc  nread=4905351  t=705.141278ms	# POLL·13 C1·1498 C1E·12656 C3·4063 C6·3422
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.go+prefetch128 3789 184.3 µs/object	# crc32:a50b90dc  nread=4905351  t=698.372589ms	# POLL·8 C1·1560 C1E·10766 C3·6638 C6·1569
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.go+prefetch128 3789 184.3 µs/object	# crc32:a50b90dc  nread=4905351  t=698.569152ms	# POLL·9 C1·1435 C1E·12806 C3·4271 C6·3123
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.go+prefetch128 3789 184.8 µs/object	# crc32:a50b90dc  nread=4905351  t=700.55386ms	# POLL·10 C1·1474 C1E·12521 C3·4280 C6·3415
Benchmarkz6001-COMP-2784/neo/py/sqlite/zhash.go+prefetch128 3789 183.9 µs/object	# crc32:a50b90dc  nread=4905351  t=696.945806ms	# POLL·5 C1·1488 C1E·12934 C3·3978 C6·3538

# 1 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-1 5000	3176.5 req/s  314.815 latency-µs/object	# POLL·4 C1·395 C1E·22931 C3·18150 C6·11427
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-1 5000	3607.2 req/s  277.224 latency-µs/object	# POLL·6 C1·1166 C1E·27334 C3·15422 C6·9120
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-1 5000	3235.2 req/s  309.103 latency-µs/object	# POLL·7 C1·157 C1E·22550 C3·18119 C6·7050
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-1 5000	3114.4 req/s  321.093 latency-µs/object	# POLL·4 C1·1534 C1E·23805 C3·20778 C6·7362
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-1 5000	3476.9 req/s  287.614 latency-µs/object	# POLL·5 C1·2351 C1E·24767 C3·17786 C6·8567

# 2 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-2 10000	5155.5 req/s  387.938 latency-µs/object	# POLL·7 C1·181 C1E·36900 C3·20753 C6·9997
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-2 10000	5147.7 req/s  388.525 latency-µs/object	# POLL·5 C1·253 C1E·42164 C3·23759 C6·6945
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-2 10000	4866.5 req/s  410.972 latency-µs/object	# POLL·8 C1·190 C1E·32822 C3·23881 C6·11539
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-2 10000	5147.1 req/s  388.568 latency-µs/object	# POLL·5 C1·791 C1E·36714 C3·22979 C6·8393
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-2 10000	5147.9 req/s  388.508 latency-µs/object	# POLL·11 C1·158 C1E·36446 C3·21961 C6·10221

# 4 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-4 10000	5119.7 req/s  781.291 latency-µs/object	# POLL·3 C1·380 C1E·38198 C3·19227 C6·12251
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-4 10000	5112.4 req/s  782.418 latency-µs/object	# POLL·10 C1·698 C1E·35608 C3·25872 C6·6392
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-4 10000	4893.2 req/s  817.459 latency-µs/object	# POLL·2 C1·162 C1E·35495 C3·27346 C6·6795
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-4 10000	5104.2 req/s  783.665 latency-µs/object	# POLL·9 C1·165 C1E·35472 C3·22865 C6·9905
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-4 10000	5108.8 req/s  782.966 latency-µs/object	# POLL·4 C1·490 C1E·37056 C3·21196 C6·10636

# 8 clients in parallel
Benchmarkz6001-COMP-2784/neo/py/sqlite/zwrk.go-8 10000	5044.1 req/s  1586.023 latency-µs/object	# POLL·5 C1·201 C1E·34008 C3·24826 C6·8656
